"EIN","NAME","address","STREET","CITY","STATE","ZIP","zipshrt","lon","lat"
810903498,"UNITED KINGDOM OF CHRIST FELLOWSHIP CHURCH","5311 74TH PL E, ELLENTON, FL, 34222-4013","5311 74TH PL E","ELLENTON","FL","34222-4013","34222",-82.4858092,27.5603062
813851368,"SUNCOAST AQUA-VENTURES","331 SHORE DR, ELLENTON, FL, 34222-2042","331 SHORE DR","ELLENTON","FL","34222-2042","34222",-82.5339507,27.5179254
821279926,"MARINE CORPS LEAGUE","2812 80TH AVE E, ELLENTON, FL, 34222-3310","2812 80TH AVE E","ELLENTON","FL","34222-3310","34222",-82.4824462,27.5387212
823891679,"AMVETS","604 PALM AVE, ELLENTON, FL, 34222-2234","604 PALM AVE","ELLENTON","FL","34222-2234","34222",-82.530104,27.5173084
832258609,"UKCF EMPOWERMENT","5311 74TH PL E, ELLENTON, FL, 34222-4013","5311 74TH PL E","ELLENTON","FL","34222-4013","34222",-82.4858092,27.5603062
833411327,"PALMETTO HIGH AICE PARENT ALLIANCE CORP","PO BOX 1264, ELLENTON, FL, 34222-1264","PO BOX 1264","ELLENTON","FL","34222-1264","34222",-82.5275963,27.521705
834524761,"ONE WAY MINISTRIES INTERNATIONAL INC","PO BOX 1221, ELLENTON, FL, 34222-1221","PO BOX 1221","ELLENTON","FL","34222-1221","34222",-82.5275963,27.521705
843217742,"GODS SOUL CATCHERS INTERNATIONAL FOUNDATION","229 ROTTERDAM AVE, ELLENTON, FL, 34222-0000","229 ROTTERDAM AVE","ELLENTON","FL","34222-0000","34222",-82.4929207,27.5327663
853027104,"NATIONAL PISTOL ASSOCIATION OF AMERICA INC","PO BOX 478, ELLENTON, FL, 34222-0478","PO BOX 478","ELLENTON","FL","34222-0478","34222",-82.5275963,27.521705
870930018,"REIMAGINE DANCE INC","5415 72ND TER E, ELLENTON, FL, 34222-4079","5415 72ND TER E","ELLENTON","FL","34222-4079","34222",-82.4907211,27.5616645
871143556,"TELL SOMEBODY MOVEMENT INC","2605 72ND AVE E UNIT 1221, ELLENTON, FL, 34222-7046","2605 72ND AVE E UNIT 1221","ELLENTON","FL","34222-7046","34222",-82.4923053,27.5365475
871520148,"SIDEWALK PROJECT CORPORATION","3120 DONNA DR, ELLENTON, FL, 34222-3554","3120 DONNA DR","ELLENTON","FL","34222-3554","34222",-82.4825606,27.5421478
872560447,"ONE WAY FAMILY CHURCH INC","2605 72ND AVE E UNIT 1221, ELLENTON, FL, 34222-7046","2605 72ND AVE E UNIT 1221","ELLENTON","FL","34222-7046","34222",-82.4923053,27.5365475
881357934,"COLONY COVE HELPING HANDS INC","7615 LAKESHORE DR, ELLENTON, FL, 34222-3754","7615 LAKESHORE DR","ELLENTON","FL","34222-3754","34222",-82.4885589,27.5492955
922592317,"OUR FATHERS CUPBOARD INC","473 DRIFTWOOD DR, ELLENTON, FL, 34222-3133","473 DRIFTWOOD DR","ELLENTON","FL","34222-3133","34222",-82.4832422,27.5315603
61644466,"ONE ACCORD OUTREACH INTERNATIONAL CHURCH OF FORT MEADE INC","814 S WALNUT AVE, FORT MEADE, FL, 33841-4150","814 S WALNUT AVE","FORT MEADE","FL","33841-4150","33841",-81.7958956,27.741395
237170181,"FORT MEADE COMMUNITY HEALTH CARE INC","PO BOX 1091, FORT MEADE, FL, 33841-1091","PO BOX 1091","FORT MEADE","FL","33841-1091","33841",-81.8017491,27.7522526
237526434,"FREE & ACCEPTED MASONS OF FLORIDA","19 NW 6 STREET, FORT MEADE, FL, 33841-0000","19 NW 6 STREET","FORT MEADE","FL","33841-0000","33841",-81.8006522,27.7445875
270955269,"LEWIS ANNA WOODBURY ELEMENTARY PTO","115 S OAK AVE, FORT MEADE, FL, 33841-3527","115 S OAK AVE","FORT MEADE","FL","33841-3527","33841",-81.796942,27.7501681
272302712,"THE SUSTAINABLE WORKPLACE ALLIANCE INC","6588 LAKE BUFFUM RD, FORT MEADE, FL, 33841-9787","6588 LAKE BUFFUM RD","FORT MEADE","FL","33841-9787","33841",-81.6385484,27.8129286
364803143,"FORT MEADE PROJECT GRADUATION INC","PO BOX 263, FORT MEADE, FL, 33841-0263","PO BOX 263","FORT MEADE","FL","33841-0263","33841",-81.8017491,27.7522526
371749118,"NEW LIFE BAPTIST CHURCH","PO BOX 126, FORT MEADE, FL, 33841-0126","PO BOX 126","FORT MEADE","FL","33841-0126","33841",-81.8017491,27.7522526
383892001,"PUSH FOR THE FUTURE INC","3820 BROOKE LAKES DR, FORT MEADE, FL, 33841-2502","3820 BROOKE LAKES DR","FORT MEADE","FL","33841-2502","33841",-81.8017491,27.7522526
452692265,"EPONAS PATH INC","3415 LAKE BUFFUM RD E, FORT MEADE, FL, 33841-9485","3415 LAKE BUFFUM RD E","FORT MEADE","FL","33841-9485","33841",-81.639363,27.8061575
471680809,"FORT MEADE NEIGHBORHOOD DEVELOPMENT PROJECT INC","100 SE DR MLK ST, FORT MEADE, FL, 33841-3514","100 SE DR MLK ST","FORT MEADE","FL","33841-3514","33841",-81.8017491,27.7522526
471775000,"LAKELAND DISTRICT CHAPTER OF THE SONS OF ALLEN INC","16 6TH ST SW, FORT MEADE, FL, 33841-2433","16 6TH ST SW","FORT MEADE","FL","33841-2433","33841",-81.8023235,27.7446652
475528047,"FUTURE FARMERS OF AMERICA STATE ASS OCIATIONS & LOCAL CHAPTER","PO BOX 361, FORT MEADE, FL, 33841-0361","PO BOX 361","FORT MEADE","FL","33841-0361","33841",-81.8017491,27.7522526
510205374,"VETERANS OF FOREIGN WARS OF THE US DEPT OF FLORIDA AUXILIARY","200 S OAK AVE, FORT MEADE, FL, 33841-3530","200 S OAK AVE","FORT MEADE","FL","33841-3530","33841",-81.7976041,27.7492294
591173305,"THE FIRST BAPTIST CHURCH OF FORT MEADE INC","307 E BROADWAY ST, FORT MEADE, FL, 33841-3011","307 E BROADWAY ST","FORT MEADE","FL","33841-3011","33841",-81.7968993,27.7526673
591801080,"FORT MEADE CHAMBER OF COMMERCE INC","PO BOX 91, FORT MEADE, FL, 33841-0091","PO BOX 91","FORT MEADE","FL","33841-0091","33841",-80.8028517,27.5746076
592358200,"LAKE BUFFUM BAPTIST CHURCH","PO BOX 117, FORT MEADE, FL, 33841-0117","PO BOX 117","FORT MEADE","FL","33841-0117","33841",-81.8017491,27.7522526
592387807,"NEW LIFE BAPTIST CHURCH","PO BOX 126, FORT MEADE, FL, 33841-0126","PO BOX 126","FORT MEADE","FL","33841-0126","33841",-81.8017491,27.7522526
592404216,"FORT MEADE FIRST CHURCH OF GOD","PO BOX 903, FORT MEADE, FL, 33841-0903","PO BOX 903","FORT MEADE","FL","33841-0903","33841",-81.8017491,27.7522526
592461994,"OAK PARK BAPTIST CHURCH OF FORT MEADE","PO BOX 156, FORT MEADE, FL, 33841-0156","PO BOX 156","FORT MEADE","FL","33841-0156","33841",-81.8017491,27.7522526
592467618,"FLORIDA RANGERS INC","3065 US HIGHWAY 17 S, FORT MEADE, FL, 33841-9546","3065 US HIGHWAY 17 S","FORT MEADE","FL","33841-9546","33841",-81.8058895,27.7068219
592480912,"MT PISGAH BAPTIST CHURCH","6210 MOUNT PISGAH RD, FORT MEADE, FL, 33841-9329","6210 MOUNT PISGAH RD","FORT MEADE","FL","33841-9329","33841",-81.791431,27.665051
592727898,"PEACEFUL BELIEVERS CHURCH INC","PO BOX 736, FORT MEADE, FL, 33841-0736","PO BOX 736","FORT MEADE","FL","33841-0736","33841",-81.8017491,27.7522526
592993886,"HELP OF FORT MEADE INC","202 W BROADWAY ST, FORT MEADE, FL, 33841-3308","202 W BROADWAY ST","FORT MEADE","FL","33841-3308","33841",-81.803199,27.7520179
592997776,"HISTORICAL SOCIETY OF FORT MEADE FLORIDA INC","PO BOX 1021, FORT MEADE, FL, 33841-1021","PO BOX 1021","FORT MEADE","FL","33841-1021","33841",-81.8017491,27.7522526
593055584,"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA","31 N BROWN AVE, FORT MEADE, FL, 33841-2813","31 N BROWN AVE","FORT MEADE","FL","33841-2813","33841",-81.8060817,27.7532579
593111916,"VETERANS OF FOREIGN WARS OF THE US DEPT OF FLORIDA AUXILIARY","200 S OAK AVE, FORT MEADE, FL, 33841-3530","200 S OAK AVE","FORT MEADE","FL","33841-3530","33841",-81.7976041,27.7492294
593344511,"FT MEADE WOMANS CLUB INC","PO BOX 495, FORT MEADE, FL, 33841-0495","PO BOX 495","FORT MEADE","FL","33841-0495","33841",-81.8017491,27.7522526
593464296,"HOUSE OF ISRAEL INC","PO BOX 881, FORT MEADE, FL, 33841-0881","PO BOX 881","FORT MEADE","FL","33841-0881","33841",-81.8017491,27.7522526
593559079,"MARTIN LUTHER KING JR SCHOLARSHIP COMMITTEE INC","PO BOX 881, FORT MEADE, FL, 33841-0881","PO BOX 881","FORT MEADE","FL","33841-0881","33841",-81.8017491,27.7522526
593629849,"ATHENS BAPTIST CHURCH","6510 W BEREAH RD, FORT MEADE, FL, 33841-9395","6510 W BEREAH RD","FORT MEADE","FL","33841-9395","33841",-81.6257922,27.6577262
593695860,"OAK PARK BAPTIST CHURCH OF FORT MEADE","15 S BLOXHAM AVE, FORT MEADE, FL, 33841-3210","15 S BLOXHAM AVE","FORT MEADE","FL","33841-3210","33841",-81.8083878,27.7509385
596200824,"AMERICAN LEGION","PO BOX 207, FORT MEADE, FL, 33841-0207","PO BOX 207","FORT MEADE","FL","33841-0207","33841",-81.8017491,27.7522526
596606307,"FIRST ASSEMBLY OF GOD","PO BOX 360, FORT MEADE, FL, 33841-0360","PO BOX 360","FORT MEADE","FL","33841-0360","33841",-81.8017491,27.7522526
650010838,"FLORIDA FLYWHEELERS ANTIQUE ENGINE CLUB INC","7000 AVON PARK CUT-OFF ROAD, FORT MEADE, FL, 33841-9213","7000 AVON PARK CUT-OFF ROAD","FORT MEADE","FL","33841-9213","33841",-81.6829929,27.6954588
811566610,"FORT MEADE DIXIE YOUTH INC","PO BOX 781, FORT MEADE, FL, 33841-0781","PO BOX 781","FORT MEADE","FL","33841-0781","33841",-81.8017491,27.7522526
811711297,"PROMISED LAND MINISTRIES OF FLORIDA INC","1502 BROOKE RD, FORT MEADE, FL, 33841-9731","1502 BROOKE RD","FORT MEADE","FL","33841-9731","33841",-81.7427429,27.7700645
814153775,"ALL VETERANS CENTER","PO BOX 442, FORT MEADE, FL, 33841-0442","PO BOX 442","FORT MEADE","FL","33841-0442","33841",-81.8017491,27.7522526
830840948,"FRIENDS OF THE LIBRARY OF FORT MEADE FLORIDA INC","75 E BROADWAY ST, FORT MEADE, FL, 33841-2901","75 E BROADWAY ST","FORT MEADE","FL","33841-2901","33841",-81.8003673,27.7522456
853578428,"MAIN STREET FORT MEADE INC","PO BOX 91, FORT MEADE, FL, 33841-0091","PO BOX 91","FORT MEADE","FL","33841-0091","33841",-80.8028517,27.5746076
861329238,"TAKE MY PAW AND FRIENDS RESCUE CORPORATION","6102 PINETREE DR, FORT MEADE, FL, 33841-6682","6102 PINETREE DR","FORT MEADE","FL","33841-6682","33841",-81.7516179,27.798614
861439420,"BETTER LIVING ASSOCIATION FOR COLORED KIDS","5 SEMINOLE AVE, FORT MEADE, FL, 33841-0000","5 SEMINOLE AVE","FORT MEADE","FL","33841-0000","33841",-81.8027431,27.7515496
861603977,"PIBBLE RANCH","PO BOX 683, FORT MEADE, FL, 33841-0683","PO BOX 683","FORT MEADE","FL","33841-0683","33841",-81.8017491,27.7522526
871838322,"LIVING FAITH CHRISTIAN CENTER OF POLK COUNTY INCORPORATED","100 SE DR MARTIN LUTHER KING JR ST, FORT MEADE, FL, 33841-0000","100 SE DR MARTIN LUTHER KING JR ST","FORT MEADE","FL","33841-0000","33841",-81.9654805,27.893124
873203772,"MISS FORT MEADE FL PAGEANT INC","138 E BROADWAY ST, FORT MEADE, FL, 33841-2904","138 E BROADWAY ST","FORT MEADE","FL","33841-2904","33841",-81.7990219,27.751681
881591499,"MAYLING AND EJ KING HOUSE INC","108 3RD ST SW, FORT MEADE, FL, 33841-3454","108 3RD ST SW","FORT MEADE","FL","33841-3454","33841",-81.8032844,27.748293
861738856,"CHURCH OF ZION CHURCH OF GOD","3260 COLLEGE PKWY, FORT MYERS, FL, 33614-0000","3260 COLLEGE PKWY","FORT MYERS","FL","33614-0000","33614",-81.911558,26.556813
591975702,"CHRIST CHURCH EPISCOPAL","1 N CLEVELAND AVE, FT MEADE, FL, 33841-3017","1 N CLEVELAND AVE","FT MEADE","FL","33841-3017","33841",-81.7961552,27.7522736
800225483,"NEW BEGINNING","3920 HWY 98 E, FT MEADE, FL, 33841-0000","3920 HWY 98 E","FT MEADE","FL","33841-0000","33841",-85.4243225,29.9518576
113719567,"PTA FLORIDA CONGRESS","13020 KINGS LAKE DR, GIBSONTON, FL, 33534-3938","13020 KINGS LAKE DR","GIBSONTON","FL","33534-3938","33534",-82.3686878,27.7952583
205943896,"VAUGHN STREET BIBLE CHURCH ANDSCHOOL INDEPENDENT BAPTIST INC","10018 VAUGHN ST, GIBSONTON, FL, 33534-4625","10018 VAUGHN ST","GIBSONTON","FL","33534-4625","33534",-82.3561024,27.8511328
237132608,"RIVERVIEW LODGE NO 2158 LOYAL ORDER OF MOOSE","PO BOX 968, GIBSONTON, FL, 33534-0968","PO BOX 968","GIBSONTON","FL","33534-0968","33534",-82.3777335,27.8199046
237402522,"PTA FLORIDA CONGRESS","7620 OLD BIG BEND RD, GIBSONTON, FL, 33534-5809","7620 OLD BIG BEND RD","GIBSONTON","FL","33534-5809","33534",-82.3662091,27.7937784
260507063,"NEW LIFE RESTORATION MINISTRY INC","6104 MARILLA AVE, GIBSONTON, FL, 33534-4053","6104 MARILLA AVE","GIBSONTON","FL","33534-4053","33534",-82.3832076,27.85086
263589403,"URBAN GAMES SOCIETY INC","12931 PARKINGTON DR, GIBSONTON, FL, 33534-3915","12931 PARKINGTON DR","GIBSONTON","FL","33534-3915","33534",-82.3686019,27.8029898
270594445,"GARDENLAND MISSION INC","PO BOX 1808, GIBSONTON, FL, 33534-1808","PO BOX 1808","GIBSONTON","FL","33534-1808","33534",-82.3777335,27.8199046
271273914,"MINISTERIO INTERNACIONAL LUZ A LAS NACIONES INC","1188 S HWY 41 67, GIBSONTON, FL, 33534-0000","1188 S HWY 41 67","GIBSONTON","FL","33534-0000","33534",-82.4388537,29.1867753
274337339,"HILLSBOROUGH COUNTY ELEMENTARY PRINCIPALS COUNCIL INC","13020 KINGS LAKE DR, GIBSONTON, FL, 33534-3938","13020 KINGS LAKE DR","GIBSONTON","FL","33534-3938","33534",-82.3686878,27.7952583
300636878,"L EGLISE HAITIENNE GETHSEMANE","11532 TANGLE STONE DR, GIBSONTON, FL, 33534-5332","11532 TANGLE STONE DR","GIBSONTON","FL","33534-5332","33534",-82.376865,27.8324407
454996647,"VETERANS HOCKEY LEAGUE INC","PO BOX 114, GIBSONTON, FL, 33534-0114","PO BOX 114","GIBSONTON","FL","33534-0114","33534",-82.3777335,27.8199046
463778419,"EAST BAY YOUTH ATHLETICS INC","13012 BULLFROG CREEK RD, GIBSONTON, FL, 33534-5718","13012 BULLFROG CREEK RD","GIBSONTON","FL","33534-5718","33534",-82.3505506,27.7985333
471465373,"FUTURE BUSINESS LEADERS OF TAMPA BAY INC","6325 MAGNOLIA TRAILS LN, GIBSONTON, FL, 33534-3002","6325 MAGNOLIA TRAILS LN","GIBSONTON","FL","33534-3002","33534",-82.3788985,27.8259539
472288566,"DREAM DEVELOPING REFRESHING & EMPOWERING ALL MINDS","PO BOX 111, GIBSONTON, FL, 33534-0111","PO BOX 111","GIBSONTON","FL","33534-0111","33534",-82.3777335,27.8199046
473411866,"BRAKIN OUT INC","PO BOX 848, GIBSONTON, FL, 33534-0848","PO BOX 848","GIBSONTON","FL","33534-0848","33534",-82.3777335,27.8199046
475165192,"PARENT BOOSTER USA INC","7710 OLD BIG BEND RD, GIBSONTON, FL, 33534-5815","7710 OLD BIG BEND RD","GIBSONTON","FL","33534-5815","33534",-82.3632729,27.7948682
510198072,"INTERBAY CHRISTIAN FELLOWSHIP INC","PO BOX 908, GIBSONTON, FL, 33534-0908","PO BOX 908","GIBSONTON","FL","33534-0908","33534",-82.3777335,27.8199046
590819800,"UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION","PO BOX 215, GIBSONTON, FL, 33534-0215","PO BOX 215","GIBSONTON","FL","33534-0215","33534",-82.3777335,27.8199046
592828594,"EAST BAY BUCCANEERS FOOTBALL LEAGUE INC","PO BOX 599, GIBSONTON, FL, 33534-0599","PO BOX 599","GIBSONTON","FL","33534-0599","33534",-82.3777335,27.8199046
592855108,"PTA FLORIDA CONGRESS","7710 OLD BIG BEND RD, GIBSONTON, FL, 33534-5815","7710 OLD BIG BEND RD","GIBSONTON","FL","33534-5815","33534",-82.3632729,27.7948682
593407051,"PARENT BOOSTER USA INC","7620 OLD BIG BEND RD, GIBSONTON, FL, 33534-5809","7620 OLD BIG BEND RD","GIBSONTON","FL","33534-5809","33534",-82.3662091,27.7937784
593709386,"INNER STRENGTH MINISTRIES INC","7424 TANGLE BEND DR, GIBSONTON, FL, 33534-5349","7424 TANGLE BEND DR","GIBSONTON","FL","33534-5349","33534",-82.3736875,27.8303536
593718723,"TOASTMASTERS INTERNATIONAL","8435 CARRIAGE POINTE DR, GIBSONTON, FL, 33534-3018","8435 CARRIAGE POINTE DR","GIBSONTON","FL","33534-3018","33534",-82.3619505,27.8339367
593724774,"TAMPA BAY CHIEF PETTY OFFICER ASSN","12030 GILLINGHAM HARBOR LN, GIBSONTON, FL, 33534-5686","12030 GILLINGHAM HARBOR LN","GIBSONTON","FL","33534-5686","33534",-82.3605097,27.8241632
611590913,"KAPPA OMEGA SIGMA CHAPTER OF SIGMA GAMMA RHO SORORITY INC","11528 TANGLE STONE DR, GIBSONTON, FL, 33534-5332","11528 TANGLE STONE DR","GIBSONTON","FL","33534-5332","33534",-82.3768438,27.8327353
650544707,"GIBSONTON ELEMENTARY PTA","7723 GIBSONTON DR, GIBSONTON, FL, 33534-4320","7723 GIBSONTON DR","GIBSONTON","FL","33534-4320","33534",-82.3692387,27.8493121
650779392,"ANOINTED RIVERS MINISTRIES INC","12754 LAKE VISTA DR, GIBSONTON, FL, 33534-3922","12754 LAKE VISTA DR","GIBSONTON","FL","33534-3922","33534",-82.3695396,27.8026051
814119739,"KLIMACT LABS FOUNDATION","7708 TANGLE RUSH DR, GIBSONTON, FL, 33534-5318","7708 TANGLE RUSH DR","GIBSONTON","FL","33534-5318","33534",-82.3711665,27.8274153
814501226,"SHAMRCK WORKFORCE CONSORTIUM INC","7708 TANGLE RUSH DR, GIBSONTON, FL, 33534-5318","7708 TANGLE RUSH DR","GIBSONTON","FL","33534-5318","33534",-82.3711665,27.8274153
814748502,"BANTUNIUM INC","7708 TANGLE RUSH DR, GIBSONTON, FL, 33534-5318","7708 TANGLE RUSH DR","GIBSONTON","FL","33534-5318","33534",-82.3711665,27.8274153
815128778,"CENTER OF CHOICES INC","9114 KENTUCKY DAY CT, GIBSONTON, FL, 33534-3024","9114 KENTUCKY DAY CT","GIBSONTON","FL","33534-3024","33534",-82.3533689,27.8338026
823215400,"200 MUSLIM WOMEN WHO CARE","12147 S US HWY 41, GIBSONTON, FL, 33534-5521","12147 S US HWY 41","GIBSONTON","FL","33534-5521","33534",-82.4611283,28.1132255
824285830,"ACCORD FOR MASSIVE EDUCATION INC","12104 BARNSLEY RESERVE PL, GIBSONTON, FL, 33534-5675","12104 BARNSLEY RESERVE PL","GIBSONTON","FL","33534-5675","33534",-82.3680099,27.8233495
831371211,"UNITED GUYANESE DIASPORA GLOBAL NETWORK","8208 HARWICH PORT LN, GIBSONTON, FL, 33534-2464","8208 HARWICH PORT LN","GIBSONTON","FL","33534-2464","33534",-82.3613148,27.8284403
832021736,"INSPIRING HANDS CORP","PO BOX 1602, GIBSONTON, FL, 33534-1602","PO BOX 1602","GIBSONTON","FL","33534-1602","33534",-82.3777335,27.8199046
834609176,"STEM XPOSURE","PO BOX 22, GIBSONTON, FL, 33534-0022","PO BOX 22","GIBSONTON","FL","33534-0022","33534",-82.3777335,27.8199046
843576444,"TIANAS TEA INC","12665 FLATWOOD CREEK DR, GIBSONTON, FL, 33534-5719","12665 FLATWOOD CREEK DR","GIBSONTON","FL","33534-5719","33534",-82.3512454,27.809743
844926979,"FLORIDA ASSOCIATION OF USA BOXING INC","8102 HARWICH PORT LN, GIBSONTON, FL, 33534-2462","8102 HARWICH PORT LN","GIBSONTON","FL","33534-2462","33534",-82.3632217,27.8275447
851966872,"JERRY LOVE FOUNDATION","12745 KINGS LAKE DR, GIBSONTON, FL, 33534-3911","12745 KINGS LAKE DR","GIBSONTON","FL","33534-3911","33534",-82.3688901,27.8025476
852682329,"WHITE WING DOVE CHRISTIAN MINISTRY INC","7804 NUNDY AVE APT L, GIBSONTON, FL, 33534-4907","7804 NUNDY AVE APT L","GIBSONTON","FL","33534-4907","33534",-82.3662303,27.8463697
853485873,"RIVERVIEW ICE SHARKS","12762 FLATWOOD CREEK DR, GIBSONTON, FL, 33534-5721","12762 FLATWOOD CREEK DR","GIBSONTON","FL","33534-5721","33534",-82.3494486,27.8094415
861369267,"SIMKAY COOPERATIVE INC","11215 SOUTHERN CROSS PL, GIBSONTON, FL, 33534-5727","11215 SOUTHERN CROSS PL","GIBSONTON","FL","33534-5727","33534",-82.3732638,27.8373843
872723637,"PARENT BOOSTER USA INC","7710 OLD BIG BEND RD, GIBSONTON, FL, 33534-5815","7710 OLD BIG BEND RD","GIBSONTON","FL","33534-5815","33534",-82.3632729,27.7948682
880728038,"WAJENZI COMMUNITY SERVICES INCORPORATED","12960 LAKE VISTA DR, GIBSONTON, FL, 33534-3901","12960 LAKE VISTA DR","GIBSONTON","FL","33534-3901","33534",-82.3704568,27.7964936
882974425,"KINGDOM COMPREHENSIVE MINISTRIES INC","10668 NEW EAST BAY ROAD SUITE 302, GIBSONTON, FL, 33534-5028","10668 NEW EAST BAY ROAD SUITE 302","GIBSONTON","FL","33534-5028","33534",-82.3516105,27.8475988
883211914,"TROPIC THUNDER HOCKEY CLUB","12940 KINGS LAKE DR, GIBSONTON, FL, 33534-3905","12940 KINGS LAKE DR","GIBSONTON","FL","33534-3905","33534",-82.3697718,27.7968678
920240667,"FLORIDA MILITARY VEHICLE HERITAGE GROUP INC","12210 CITRUS LEAF DR, GIBSONTON, FL, 33534-5631","12210 CITRUS LEAF DR","GIBSONTON","FL","33534-5631","33534",-82.3701284,27.8226019
920593674,"PARENT BOOSTER USA INC","7710 OLD BIG BEND RD, GIBSONTON, FL, 33534-5815","7710 OLD BIG BEND RD","GIBSONTON","FL","33534-5815","33534",-82.3632729,27.7948682
20798350,"GULFPORT YOUTH SAILING INC","6075 SHORE BLVD S APT 509, GULFPORT, FL, 33707-5825","6075 SHORE BLVD S APT 509","GULFPORT","FL","33707-5825","33707",-82.716809,27.7387647
43484682,"ALLIANCE OF DIVINE LOVE INC","6060 SHORE BLVD S PH 10, GULFPORT, FL, 33707-5851","6060 SHORE BLVD S PH 10","GULFPORT","FL","33707-5851","33707",-82.7171023,27.7380396
43487993,"ALLIANCE OF DIVINE LOVE INC","6060 SHORE BLVD S PH 10, GULFPORT, FL, 33707-5851","6060 SHORE BLVD S PH 10","GULFPORT","FL","33707-5851","33707",-82.7171023,27.7380396
43701604,"SONIA PLOTNICK HEALTH FUND INC","6020 SHORE BLVD S APT 705, GULFPORT, FL, 33707-5835","6020 SHORE BLVD S APT 705","GULFPORT","FL","33707-5835","33707",-82.7159239,27.7377244
200684014,"GULFPORT MULTIPURPOSE SENIOR CENTER FOUNDATION INC","5501 27TH AVE S, GULFPORT, FL, 33707-5553","5501 27TH AVE S","GULFPORT","FL","33707-5553","33707",-82.707774,27.7440638
200819993,"CHRISTIAN SCIENCE SOCIETY TAMPA BAY","5407 13TH AVE S, GULFPORT, FL, 33707-3511","5407 13TH AVE S","GULFPORT","FL","33707-3511","33707",-82.7069005,27.7578851
203536072,"THAI ASSOCIATION OF TAMPA BAY INC","5313 GULFPORT BLVD S, GULFPORT, FL, 33707-4947","5313 GULFPORT BLVD S","GULFPORT","FL","33707-4947","33707",-82.7058347,27.7485273
262655299,"ARTHUR FAMILY FOUNDATION","1001 62ND ST S, GULFPORT, FL, 33707-3150","1001 62ND ST S","GULFPORT","FL","33707-3150","33707",-82.7204008,27.759837
263552306,"FLORIDA ASSOCIATION ON HIGHER EDUCATION AND DISABILITY INC","1401 61ST ST S, GULFPORT, FL, 33707-3246","1401 61ST ST S","GULFPORT","FL","33707-3246","33707",-82.7175736,27.7565553
263725522,"49TH STREET SOUTH BUSINESS ASSOCIATION","4920 GULFPORT BLVD S, GULFPORT, FL, 33707-4940","4920 GULFPORT BLVD S","GULFPORT","FL","33707-4940","33707",-82.7005489,27.7481682
266055323,"DAMKOEHLER FAMILY FOUNDATION","6130 KIPPS COLONY DR W, GULFPORT, FL, 33707-3970","6130 KIPPS COLONY DR W","GULFPORT","FL","33707-3970","33707",-82.7260019,27.7446421
270680579,"NVISIONIT INC","1601 49TH ST S, GULFPORT, FL, 33707-4340","1601 49TH ST S","GULFPORT","FL","33707-4340","33707",-82.7000999,27.754766
271305674,"SOCIETY OF ST VINCENT DE PAUL MOST HOLY NAME OF JESUS CONFERENCE","5800 15TH AVE S, GULFPORT, FL, 33707-3337","5800 15TH AVE S","GULFPORT","FL","33707-3337","33707",-82.7131955,27.7550554
452519147,"CIRCLE OF FRIENDS OF THE GULFPORT LIBRARY INC","5501 28TH AVE S, GULFPORT, FL, 33707-5555","5501 28TH AVE S","GULFPORT","FL","33707-5555","33707",-82.7078823,27.7426891
454705028,"BLIND PASS GROUP","2508 BEACH BLVD S APT B, GULFPORT, FL, 33707-5562","2508 BEACH BLVD S APT B","GULFPORT","FL","33707-5562","33707",-82.7072083,27.7455047
461578065,"SEASONS OF CARE INC","1800 49TH ST S, GULFPORT, FL, 33707-4345","1800 49TH ST S","GULFPORT","FL","33707-4345","33707",-82.6994921,27.7516575
462008292,"KART 4 KIDS INC","2797 SEABREEZE DR S, GULFPORT, FL, 33707-3933","2797 SEABREEZE DR S","GULFPORT","FL","33707-3933","33707",-82.7196987,27.7443786
464280084,"MICHAEL J YAKES FOUNDATION","5937 SEABIRD DR S, GULFPORT, FL, 33707-3935","5937 SEABIRD DR S","GULFPORT","FL","33707-3935","33707",-82.7190892,27.7420007
474642419,"DELORES M SMITH ACADEMY INC","1766 49TH ST S, GULFPORT, FL, 33707-4343","1766 49TH ST S","GULFPORT","FL","33707-4343","33707",-82.6993109,27.7525193
475224424,"CREATIVE PLAY CHILDRENS LEARNING CENTERINC","2624 54TH ST S, GULFPORT, FL, 33707-5512","2624 54TH ST S","GULFPORT","FL","33707-5512","33707",-82.7061441,27.7439022
591143066,"BOCA CIEGA YACHT CLUB INC","4600 TIPTON DRIVE, GULFPORT, FL, 33711-0000","4600 TIPTON DRIVE","GULFPORT","FL","33711-0000","33711",-82.6861446,27.7374908
591696007,"TRINITY CHURCH OF THE NAZARENE","1000 55TH ST S, GULFPORT, FL, 33707-2531","1000 55TH ST S","GULFPORT","FL","33707-2531","33707",-82.7077003,27.7602631
591877536,"GULFPORT YACHT CLUB INC","4638 DEL RIO WAY S, GULFPORT, FL, 33711-3628","4638 DEL RIO WAY S","GULFPORT","FL","33711-3628","33711",-82.6974164,27.7392466
591938463,"RUSSIAN-AMERICAN CLUB","2920 BEACH BLVD S, GULFPORT, FL, 33707-5548","2920 BEACH BLVD S","GULFPORT","FL","33707-5548","33707",-82.7075398,27.74056
