"DapipId","OpeId","IpedsUnitIds","LocationName","ParentName","ParentDapipId","LocationType","Address","GeneralPhone","AdminName","AdminPhone","AdminEmail","Fax","UpdateDate","zip","zipshrt","lon","lat"
163897003,"","","National Defense University at Joint Forces Staff College","National Defense University","163897","Additional Location","6701 South Dale Mabry Highway, Tampa, FL 33621","","","","",NA,"","33621","33621",-82.5076324,27.8699402
166744,"758604","436474","Remington College-Largo Campus","-","-","Institution","8550 Ulmerton Rd Unit 100, Largo, FL 33771-3842","7275321999","Edna Higgins","7275321999, ext. 202","edna.higgins@remingtoncollege.edu",7275307710,"","33771-3842","33771",-82.7574332,27.8917917
167659,"3008603","438294","Florida College of Natural Health","-","-","Institution","616  67th Street Circle East, Bradenton, FL 34208","9419548999","MELISSA WADE","9419548999","mwade@fcnh.com",NA,"","34208","34208",-82.4775466,27.4948918
168209002,"3390301","454263","Lincoln Technical Institute - Seminole","Lincoln Technical Institute - Fern Park","168209","Additional Location","8800 Park Boulevard, Seminole, FL 33777","","","","",NA,"12/31/2012 0:00","33777","33777",-82.7610804,27.8384951
169716002,"3549301","450173","Ultimate Medical Academy - Tampa","Ultimate Medical Academy - Clearwater","169716","Additional Location","9309 North Florida Avenue, Tampa, FL 33612","","","","",NA,"","33612","33612",-82.4567431,28.0359662
169716003,"","","Ultimate Medical Academy-Online","Ultimate Medical Academy - Clearwater","169716","Additional Location","9309 N. Florida Avenue, Tampa, FL 33612","","","","",NA,"1/4/2022 0:00","33612","33612",-82.4567431,28.0359662
169743003,"","","Tampa Bay Beauty Institute","Jacksonville Beauty Institute","169743","Additional Location","5016 East Busch Boulevard #103, Tampa, FL 33617","","","","",NA,"1/1/1900 0:00","33617","33617",-82.4010132,28.0337912
169804039,"","","National Graduate School of Quality Management at U.S. Coast Guard Air Station, Clearwater","National Graduate School of Quality Management, Inc.","169804","Additional Location","15100 Rescue Way, Clearwater, FL 33762","","","","",NA,"","33762","33762",-82.6949018,27.9120896
176992,"","","Career Institute of Florida","-","-","Institution","877 Executive Drive West, Suite 108, St. Petersburg, FL 33702","","","7275769597","",NA,"","33702","33702",-82.6754585,27.894775
185299025,"","","Herzing University ? Tampa","Herzing University","185299","Additional Location","3632 Queens Palms Drive, Tampa, FL 33610","","","","",NA,"","33610","33610",-82.3358103,27.976396
185952,"2245504","447360","Fortis College - Largo","-","-","Institution","6565 Ulmerton Road, Largo, FL 33771","","","","",NA,"","33771","33771",-82.7273752,27.8947749
187514005,"","","Southern Technical College - Brandon","Southern Technical College","187514","Additional Location","608 East Bloomingdale Avenue, Brandon, FL 33511","","","","",NA,"","33511","33511",-82.2744968,27.8943758
188711011,"","","Jersey College","Jersey College","188711","Additional Location","3625 Queen Palm Drive, Tampa, FL 33619","","","","",NA,"3/2/2020 0:00","33619","33619",-82.3375681,27.9750641
189097,"4225800","485351","Learey Technical College","-","-","Institution","5410 North 20th Street, Tampa, FL 33610","8137692123","Dr. Tim Binder","","tim.binder@sdhc.k12.fl.us",NA,"2/19/2018 0:00","33610","33610",-82.4371842,27.9967762
189097004,"","","Learey Technical Center at Erwin Technical Center","Learey Technical College","189097","Additional Location","2010 E. Hillsborough Avenue, Tampa, FL 33610","","","","",NA,"","33610","33610",-82.438432,27.9976376
189097005,"","","Learey Technical Center","Learey Technical College","189097","Additional Location","116 South 34th Street, Tampa, FL 33605","","","","",NA,"","33605","33605",-82.421039,27.9463481
189097006,"","","Learey Technical Center at Worforce Tampa Bay","Learey Technical College","189097","Additional Location","9215 N. Florida Avenue, Suite 110A, Tampa, FL 33612","","","","",NA,"","33612","33612",-82.457241,28.033721
189097007,"","","Learey Technical College,","Learey Technical College","189097","Additional Location","10119 E. Ellicott Street, Tampa, FL 33610","","","","",NA,"","33610","33610",-82.3323864,27.9907069
189334,"","","New Dimension Academy of Beauty","-","-","Institution","4551 Gunn Highway, Tampa, FL 33624","","","","",NA,"","33624","33624",-82.5191545,28.0499974
190406,"4016500","447883","American Institute of Beauty","-","-","Institution","3665 East Bay Drive #164, Largo, FL 33771","","","","",NA,"2/17/2009 0:00","33771","33771",-82.7491266,27.9150364
190406002,"","","American Institute of Beauty - St. Petersburg","American Institute of Beauty","190406","Additional Location","2800 34th Street North, St. Petersburg, FL 33713","","","","",NA,"","33713","33713",-82.6800903,27.7970336
192013,"4132100","454430","FastTrain College - Tampa","-","-","Institution","2156 University Square Mall, Tampa, FL 33612","","","","",NA,"6/30/2012 0:00","33612","33612",-82.4352038,28.0570986
195340,"","","Anne Brezina Dietetic Internship at James A. Haley Veterans Hospital","-","-","Site","13000 N. Bruce B. Downs Boulevard, Tampa, FL 33612-4745","8139722000","","","",NA,"","33612-4745","33612",-82.4265111,28.0654077
198048002,"","","Shear Excellence Hair Academy","Shear Excellence Hair Academy","198048","Additional Location","3244 Lithia Pinecrest Rd., Valrico, FL 33594","","","","",NA,"","33594","33594",-82.2459361,27.8960273
198048003,"","","Shear Excellence Hair Academy","Shear Excellence Hair Academy","198048","Additional Location","2800 North Mac Dill Ave, Tampa, FL 33607","","","","",NA,"","33607","33607",-82.4935919,27.9654502
199661024,"","","ELS Language Centers - St. Petersburg","ELS Language Centers","199661","Additional Location","4200 54th Avenue, South, St. Petersburg, FL 33711","","","","",NA,"","33711","33711",-82.6864615,27.7147288
199661055,"","","ELS Language Centers - Tampa","ELS Language Centers","199661","Additional Location","701 W. Kennedy Blvd., Tampa, FL 33606","","","","",NA,"","33606","33606",-82.4677965,27.9462843
204592031,"","","Kaplan Test Prep","Kaplan Medical Prep","204592","Additional Location","5405 E. Fowler Avenue, Temple Terrace, FL 33617","","","","",NA,"12/16/2015 0:00","33617","33617",-82.3946821,28.0533389
205708002,"","","Florida Hospital Tampa","Florida Hospital","205708","Additional Location","3100 E Fletcher Avenue, MAC Suite 271, Tampa, FL 33613","","","","",NA,"","33613","33613",-82.4234311,28.0713627
210012035,"","","Rasmussen College ? Tampa/Brandon","Rasmussen University","210012","Additional Location","Highland Oaks IV, 4042 Park Oaks Blvd., 4th Floor, Tampa, FL 33610","","","","",NA,"4/29/2010 0:00","33610","33610",-82.3340831,27.9822537
210012036,"","","Rasmussen University - Tampa/Brandon","Rasmussen University","210012","Additional Location","330 Brandon Town Center Drive, Brandon, FL 33511","","","","",NA,"","33511","33511",-82.3282969,27.9368845
211884,"","","Southeastern College","-","-","Institution","16120 US Highwy 19 North, Clearwater, FL 33764","7275766500","","","",NA,"","33764","33764",-82.7315328,27.9193012
213136,"4163000","457420","Summit Salon Academy","-","-","Institution","4802 Gunn Highway, Ste 144, Tampa, FL 33624","","","","",NA,"","33624","33624",-82.5253148,28.0518332
215521,"","","Meridian Career Institute - Tampa","-","-","Institution","9503 Princess Palm Avenue, Tampa, FL 33619","9413774880","","","",NA,"","33619","33619",-82.3403569,27.9793296
217527,"","","Chapter's Health System","-","-","Institution","12973 N. Telecom Parkway, Suite 100, Temple Terrace, FL 33637","8138718209","","","",NA,"","33637","33637",-82.3721763,28.0652721
218502,"","","The Players School of Music","-","-","Institution","923 McMullen Booth Road, Clearwater, FL 33759","7277251445","","","",NA,"","33759","33759",-82.708294,27.9736669
219435,"4204600","483674","Beauty and Health Institute","-","-","Institution","11309 Countryway Boulevard, Tampa, FL 33626","8137491888","","","",NA,"","33626","33626",-82.624937,28.0639719
219754,"","","Institute of Technology - Tampa","-","-","Institution","4311 W. Waters Avenue, Suite 600, Tampa, FL 33614","","","","",NA,"","33614","33614",-82.5152721,28.0261385
221786,"","","Bay Pines VA Medical Center","-","-","Site","P.O. Box 5005, Bay Pines, FL 33744","","","","",NA,"","33744","33744",-82.771961,27.8059583
221944018,"2179909","428268","Argosy University - Tampa Campus","Argosy University","221944","Additional Location","1403 North Howard Avenue, Tampa, FL 33607","","","","",NA,"","33607","33607",-82.4823405,27.9551925
221944029,"","","Florida School of Professional Psychology at Argosy University","Argosy University","221944","Additional Location","1403 North Howard Avenue, Tampa, FL 33607","","","","",NA,"","33607","33607",-82.4823405,27.9551925
228723,"4194200","485342","Aparicio-Levy Technical Center","-","-","Institution","10119 East Ellicott Street, Tampa, FL 33610","8137404884","Dr. James Goode","","james.goode@sdhc.k12.fl.us",NA,"","33610","33610",-82.3323864,27.9907069
228723001,"","","Aparicio-Levy Technical College, Hillsborough County Fire Rescue","Aparicio-Levy Technical Center","228723","Additional Location","9450 E. Columbus Drive, Tampa, FL 33619","","","","",NA,"","33619","33619",-82.3458513,27.9672857
228723002,"","","Aparicio-Levy Technical College, Erwin Technical College","Aparicio-Levy Technical Center","228723","Additional Location","2010 E. Hillsborough Avenue, Tampa, FL 33610","","","","",NA,"","33610","33610",-82.438432,27.9976376
228723003,"","","Aparicio-Levy Technical College, Tampa Fire Rescue","Aparicio-Levy Technical Center","228723","Additional Location","116 S. 34th Street, Tampa, FL 33605","","","","",NA,"","33605","33605",-82.421039,27.9463481
228918,"","","Florida Institute of Traditional Chinese Medicine","-","-","Institution","5335 66th Street, North St. Petersburg, FL 33709","","","","",NA,"11/18/2002 0:00","33709","33709",-82.7278979,27.8197748
230375003,"4119400","451149","Aveda Institute St. Petersburg","Aveda Institute South Florida","230375","Additional Location","235 Third Street South, St. Petersburg, FL 33709","","","","",NA,"","33709","33709",-82.6374136,27.7688399
230375004,"","","Aveda Institute - Brandon","Aveda Institute South Florida","230375","Additional Location","1516 West Brandon Boulevard, Brandon, FL 33511","","","","",NA,"","33511","33511",-82.3072861,27.9391028
232399,"","","The Center for Guided Montessori Studies","-","-","Institution","4532 West Kennedy Blvd. Suite 233, Tampa, FL 33609","9418701945","","","info@cgms.edu",NA,"1/28/2020 0:00","33609","33609",-82.5214904,27.9445318
232645,"","","International Academy of English- Tampa","-","-","Institution","6302 East Dr. Martin Luther King Jr Blvd, Suite 490, Suite 115 A, Tampa, FL 33619","","","","",NA,"4/3/2022 0:00","33619","33619",-82.3856978,27.9839403
232973002,"","","Tampa Bay Campus","Ana G. Mendez University","232973","Additional Location","3655 W Waters Ave.,, Tampa, FL 33614","","","","",NA,"","33614","33614",-82.5025862,28.0285336
234483022,"","","DeVry University - Tampa Bay Center","DeVry University","234483","Additional Location","Rocky Point Center, 3030 N Rocky Point Dr. W, Ste 100, Tampa, FL 33607","","","","",NA,"","33607","33607",-82.5697068,27.968689
234483033,"","","Verizon Wireless - Tampa, FL","DeVry University","234483","Additional Location","10424 N Dale Mabry H, Tampa, FL 33618","","","","",NA,"","33618","33618",-82.5051586,28.0459604
234483137,"","","DeVry University - Tampa Bay","DeVry University","234483","Additional Location","5540 W Executive Drive, Suite 100, Tampa, FL 33609","","","","",NA,"","33609","33609",-82.5376341,27.9464429
234483138,"","","DeVry University - Tampa East Center","DeVry University","234483","Additional Location","6700 Lakeview Center Dr., Ste 150, Tampa, FL 33619","","","","",NA,"","33619","33619",-82.3836862,27.9783607
234809047,"","","Becker Professional Education - Tampa","Becker Professional Development Corporation","234809","Additional Location","1300 N. Westshore Blvd., Suite 135, Tampa, FL 33607","","","","",NA,"","33607","33607",-82.5247563,27.9545469
235088,"","","Tampa Language Center","-","-","Institution","9309 North Florida Ave., Suite 109, Tampa, FL 33612","","","","",NA,"8/7/2016 0:00","33612","33612",-82.4577006,28.0346684
235440,"","","Nova Southeastern University - Tampa","-","-","Site","3400 Gulf-to-Bay Blvd, Tampa, FL 33759","","","","",NA,"12/3/2021 0:00","33759","33759",-82.6976472,27.9642297
236498,"","","Everest University Online - Tampa","-","-","Institution","10117 Princess Palm Avenue, Tampa, FL 33584","","","","",NA,"","33584","33584",-82.3335381,27.9789425
237695127,"","","Dale Carnegie Training - Rick J. Gallegos & Associates","Dale Carnegie & Associates, Inc.","237695","Additional Location","1408 N. Westshore Blvd., Suite 912, Tampa, FL 33607","","","","",NA,"","33607","33607",-82.5255601,27.9553378
237826,"4249400","488226","Center for Neurosomatic Therapy","-","-","Institution","13825 Icot Blvd #604, Clearwater, FL 33760","","","","",NA,"1/30/2015 0:00","33760","33760",-82.7146217,27.8977046
238306,"153400","137801","Altierus Career College","-","-","Institution","3319 W Hillsborough Ave, Tampa, FL 33614","8138796000","","","",NA,"1/24/2020 0:00","33614","33614",-82.4975927,27.9968479
238306008,"153408","260293","Everest University - Brandon","Altierus Career College","238306","Additional Location","3924 Coconut Palm Drive, Tampa, FL 33619-1354","","","","",NA,"","33619-1354","33619",-82.3505077,27.9803097
238306010,"2599800","137810","Everest University - Pinellas","Altierus Career College","238306","Additional Location","1199 East Bay Drive, Largo, FL 33770","","","","",NA,"","33770","33770",-82.7758504,27.9152817
239132,"4254600","490179","Medical Prep Institute","-","-","Institution","2304 Busch Boulevard, Tampa, FL 33613","8139321710","","","",NA,"8/3/2015 0:00","33613","33613",-82.4328837,28.0332
240134,"","","Bay Pines VA Healthcare System","-","-","Site","10000 Bay Pines Blvd, Bay Pines, FL 33744","","","","",NA,"","33744","33744",-82.7801731,27.8095552
240851005,"3031400","134680","Sanford-Brown College Online","Sanford-Brown College","240851","Additional Location","3725 W. Grace Street, Suite 237, Tampa, FL 33607","","","","",NA,"","33607","33607",-82.5012403,27.9531298
240851007,"3031400","456296","Sanford-Brown College","Sanford-Brown College","240851","Additional Location","3725 West Grace Street, Suite 100, Tampa, FL 33607","","","","",NA,"","33607","33607",-82.5046148,27.9532197
242945,"","","Aguilas International Technical Institute","-","-","Institution","7520 West Waters Avenue, Suite 19, Tampa, FL 33615","","","","",NA,"","33615","33615",-82.5635549,28.0241852
244297,"","","Newsom Eye","-","-","Site","13904 N Dale Mabry Hwy, #200, Tampa, FL 33618","","","","",NA,"","33618","33618",-82.5078074,28.0729942
244534,"","","Johns Hopkins All Children?s Hospital","-","-","Institution","880 6th Street South Suite 420, Saint Petersburg, FL 33702","","","","",NA,"","33702","33702",-82.6412016,27.761434
245856,"","","inlingua Florida Tampa","-","-","Institution","204 S. Hoover Blvd.  Suite 170, Tampa, FL 33609","","","","",NA,"","33609","33609",-82.5336822,27.9421008
246275,"","","Career Tech","-","-","Institution","2219 West Memorial Blvd., Lakeland, FL 33815","8135273636","Chandra Prashad","","jprashadcdlschool@gmail.com",NA,"1/10/2020 0:00","33815","33815",-81.9914386,28.0553442
247904,"","","Open Hearts Language Academy (OHLA) Tampa","-","-","Institution","6800 N Dale Mabry Hwy #124, Tampa, FL 33614","","","","",NA,"","33614","33614",-82.5061112,28.0082707
251242,"","","Dolly Monroe Beauty Academy","-","-","Institution","10359 Cross Creek Blvd Suite E, Tampa, FL 33647","","","","",NA,"","33647","33647",-82.3128504,28.1440939
252111003,"","495420","Arizona College of Nursing","Arizona College of Nursing","252111","Additional Location","1411 N West Shore Blvd., Suite 200, Tampa, FL 33607","","","","",NA,"8/22/2020 0:00","33607","33607",-82.523394,27.9556028
252111009,"","","Arizona College of Nursing","Arizona College of Nursing","252111","Additional Location","8043 Cooper Creek Blvd., University Park, FL 34201","","","","",NA,"","34201","34201",-82.4551209,27.406143
253008,"","","Polk State College","-","-","Institution","3515 Aviation Drive, Lakeland, FL 33811","","","","",NA,"","33811","33811",-82.0161051,27.9779678
254481,"","","Ugarit Linguistic Institute","-","-","Institution","4809 E. Busch Blvd #102/103, Tampa, FL 33617","","","","",NA,"","33617","33617",-82.4077643,28.032221
254719,"","","Bradenton VA Outpatient Clinic","-","-","Site","5520 State Road 64, Suite 101, Bradenton, FL 34208","","","","",NA,"","34208","34208",-82.4926191,27.4929691
254728,"","","Bradenton VA Outpatient Clinic","-","-","Site","5520 State Road 64, Suite 101, Bradenton, FL 34208","","","","",NA,"","34208","34208",-82.4926191,27.4929691
